pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order,mastery
5,7,92,4,0,,
5,7,104,4,0,,
5,7,126,4,0,,
5,7,156,4,0,,
5,7,182,4,0,,
5,7,213,4,0,,
5,7,216,4,0,,
5,7,218,4,0,,
5,7,231,4,0,,
5,7,237,4,0,,
5,7,241,4,0,,
5,7,249,4,0,,
5,7,263,4,0,,
5,7,264,4,0,,
5,7,280,4,0,,
5,7,290,4,0,,
5,7,315,4,0,,
5,7,332,4,0,,
5,7,337,4,0,,
6,7,15,4,0,,
6,7,19,4,0,,
6,7,46,4,0,,
6,7,53,4,0,,
6,7,63,4,0,,
6,7,70,4,0,,
6,7,89,4,0,,
6,7,91,4,0,,
6,7,92,4,0,,
6,7,104,4,0,,
6,7,126,4,0,,
6,7,156,4,0,,
6,7,182,4,0,,
6,7,211,4,0,,
6,7,213,4,0,,
6,7,216,4,0,,
6,7,218,4,0,,
6,7,231,4,0,,
6,7,237,4,0,,
6,7,241,4,0,,
6,7,249,4,0,,
6,7,263,4,0,,
6,7,264,4,0,,
6,7,280,4,0,,
6,7,290,4,0,,
6,7,315,4,0,,
6,7,332,4,0,,
6,7,337,4,0,,
7,7,57,4,0,,
7,7,58,4,0,,
7,7,59,4,0,,
7,7,70,4,0,,
7,7,91,4,0,,
7,7,92,4,0,,
7,7,104,4,0,,
7,7,127,4,0,,
7,7,156,4,0,,
7,7,182,4,0,,
7,7,213,4,0,,
7,7,216,4,0,,
7,7,218,4,0,,
7,7,231,4,0,,
7,7,237,4,0,,
7,7,240,4,0,,
7,7,249,4,0,,
7,7,258,4,0,,
7,7,263,4,0,,
7,7,264,4,0,,
7,7,280,4,0,,
7,7,290,4,0,,
7,7,291,4,0,,
7,7,352,4,0,,
8,7,57,4,0,,
8,7,58,4,0,,
8,7,59,4,0,,
8,7,70,4,0,,
8,7,91,4,0,,
8,7,92,4,0,,
8,7,104,4,0,,
8,7,127,4,0,,
8,7,156,4,0,,
8,7,182,4,0,,
8,7,213,4,0,,
8,7,216,4,0,,
8,7,218,4,0,,
8,7,231,4,0,,
8,7,237,4,0,,
8,7,240,4,0,,
8,7,249,4,0,,
8,7,258,4,0,,
8,7,263,4,0,,
8,7,264,4,0,,
8,7,280,4,0,,
8,7,290,4,0,,
8,7,291,4,0,,
8,7,352,4,0,,
9,7,46,4,0,,
9,7,57,4,0,,
9,7,58,4,0,,
9,7,59,4,0,,
9,7,63,4,0,,
9,7,70,4,0,,
9,7,89,4,0,,
9,7,91,4,0,,
9,7,92,4,0,,
9,7,104,4,0,,
9,7,127,4,0,,
9,7,156,4,0,,
9,7,182,4,0,,
9,7,213,4,0,,
9,7,216,4,0,,
9,7,218,4,0,,
9,7,231,4,0,,
9,7,237,4,0,,
9,7,240,4,0,,
9,7,249,4,0,,
9,7,258,4,0,,
9,7,263,4,0,,
9,7,264,4,0,,
9,7,280,4,0,,
9,7,290,4,0,,
9,7,291,4,0,,
9,7,352,4,0,,
12,7,63,4,0,,
12,7,76,4,0,,
12,7,92,4,0,,
12,7,94,4,0,,
12,7,104,4,0,,
12,7,148,4,0,,
12,7,156,4,0,,
12,7,168,4,0,,
12,7,182,4,0,,
12,7,202,4,0,,
12,7,213,4,0,,
12,7,216,4,0,,
12,7,218,4,0,,
12,7,219,4,0,,
12,7,237,4,0,,
12,7,240,4,0,,
12,7,241,4,0,,
12,7,247,4,0,,
12,7,263,4,0,,
12,7,285,4,0,,
12,7,290,4,0,,
12,7,332,4,0,,
15,7,15,4,0,,
15,7,63,4,0,,
15,7,76,4,0,,
15,7,92,4,0,,
15,7,104,4,0,,
15,7,156,4,0,,
15,7,168,4,0,,
15,7,182,4,0,,
15,7,188,4,0,,
15,7,202,4,0,,
15,7,213,4,0,,
15,7,216,4,0,,
15,7,218,4,0,,
15,7,237,4,0,,
15,7,241,4,0,,
15,7,249,4,0,,
15,7,263,4,0,,
15,7,280,4,0,,
15,7,290,4,0,,
15,7,332,4,0,,
16,7,19,4,0,,
16,7,92,4,0,,
16,7,104,4,0,,
16,7,156,4,0,,
16,7,168,4,0,,
16,7,182,4,0,,
16,7,211,4,0,,
16,7,213,4,0,,
16,7,216,4,0,,
16,7,218,4,0,,
16,7,237,4,0,,
16,7,240,4,0,,
16,7,241,4,0,,
16,7,263,4,0,,
16,7,290,4,0,,
16,7,332,4,0,,
17,7,19,4,0,,
17,7,92,4,0,,
17,7,104,4,0,,
17,7,156,4,0,,
17,7,168,4,0,,
17,7,182,4,0,,
17,7,211,4,0,,
17,7,213,4,0,,
17,7,216,4,0,,
17,7,218,4,0,,
17,7,237,4,0,,
17,7,240,4,0,,
17,7,241,4,0,,
17,7,263,4,0,,
17,7,290,4,0,,
17,7,332,4,0,,
18,7,19,4,0,,
18,7,63,4,0,,
18,7,92,4,0,,
18,7,104,4,0,,
18,7,156,4,0,,
18,7,168,4,0,,
18,7,182,4,0,,
18,7,211,4,0,,
18,7,213,4,0,,
18,7,216,4,0,,
18,7,218,4,0,,
18,7,237,4,0,,
18,7,240,4,0,,
18,7,241,4,0,,
18,7,263,4,0,,
18,7,290,4,0,,
18,7,332,4,0,,
19,7,15,4,0,,
19,7,58,4,0,,
19,7,59,4,0,,
19,7,85,4,0,,
19,7,87,4,0,,
19,7,91,4,0,,
19,7,92,4,0,,
19,7,104,4,0,,
19,7,156,4,0,,
19,7,168,4,0,,
19,7,182,4,0,,
19,7,213,4,0,,
19,7,216,4,0,,
19,7,218,4,0,,
19,7,231,4,0,,
19,7,237,4,0,,
19,7,240,4,0,,
19,7,241,4,0,,
19,7,247,4,0,,
19,7,249,4,0,,
19,7,263,4,0,,
19,7,269,4,0,,
19,7,290,4,0,,
19,7,351,4,0,,
20,7,15,4,0,,
20,7,46,4,0,,
20,7,58,4,0,,
20,7,59,4,0,,
20,7,63,4,0,,
20,7,70,4,0,,
20,7,85,4,0,,
20,7,87,4,0,,
20,7,91,4,0,,
20,7,92,4,0,,
20,7,104,4,0,,
20,7,156,4,0,,
20,7,168,4,0,,
20,7,182,4,0,,
20,7,213,4,0,,
20,7,216,4,0,,
20,7,218,4,0,,
20,7,231,4,0,,
20,7,237,4,0,,
20,7,240,4,0,,
20,7,241,4,0,,
20,7,247,4,0,,
20,7,249,4,0,,
20,7,263,4,0,,
20,7,269,4,0,,
20,7,290,4,0,,
20,7,351,4,0,,
21,7,19,4,0,,
21,7,92,4,0,,
21,7,104,4,0,,
21,7,156,4,0,,
21,7,168,4,0,,
21,7,182,4,0,,
21,7,211,4,0,,
21,7,213,4,0,,
21,7,216,4,0,,
21,7,218,4,0,,
21,7,237,4,0,,
21,7,240,4,0,,
21,7,241,4,0,,
21,7,263,4,0,,
21,7,290,4,0,,
21,7,332,4,0,,
22,7,19,4,0,,
22,7,63,4,0,,
22,7,92,4,0,,
22,7,104,4,0,,
22,7,156,4,0,,
22,7,168,4,0,,
22,7,182,4,0,,
22,7,211,4,0,,
22,7,213,4,0,,
22,7,216,4,0,,
22,7,218,4,0,,
22,7,237,4,0,,
22,7,240,4,0,,
22,7,241,4,0,,
22,7,263,4,0,,
22,7,290,4,0,,
22,7,332,4,0,,
23,7,70,4,0,,
23,7,89,4,0,,
23,7,91,4,0,,
23,7,92,4,0,,
23,7,104,4,0,,
23,7,156,4,0,,
23,7,168,4,0,,
23,7,182,4,0,,
23,7,188,4,0,,
23,7,202,4,0,,
23,7,213,4,0,,
23,7,216,4,0,,
23,7,218,4,0,,
23,7,231,4,0,,
23,7,237,4,0,,
23,7,240,4,0,,
23,7,241,4,0,,
23,7,259,4,0,,
23,7,263,4,0,,
23,7,289,4,0,,
23,7,290,4,0,,
24,7,63,4,0,,
24,7,70,4,0,,
24,7,89,4,0,,
24,7,91,4,0,,
24,7,92,4,0,,
24,7,104,4,0,,
24,7,156,4,0,,
24,7,168,4,0,,
24,7,182,4,0,,
24,7,188,4,0,,
24,7,202,4,0,,
24,7,213,4,0,,
24,7,216,4,0,,
24,7,218,4,0,,
24,7,231,4,0,,
24,7,237,4,0,,
24,7,240,4,0,,
24,7,241,4,0,,
24,7,259,4,0,,
24,7,263,4,0,,
24,7,289,4,0,,
24,7,290,4,0,,
25,7,70,4,0,,
25,7,85,4,0,,
25,7,87,4,0,,
25,7,91,4,0,,
25,7,92,4,0,,
25,7,104,4,0,,
25,7,113,4,0,,
25,7,148,4,0,,
25,7,156,4,0,,
25,7,182,4,0,,
25,7,213,4,0,,
25,7,216,4,0,,
25,7,218,4,0,,
25,7,231,4,0,,
25,7,237,4,0,,
25,7,240,4,0,,
25,7,249,4,0,,
25,7,263,4,0,,
25,7,264,4,0,,
25,7,280,4,0,,
25,7,290,4,0,,
25,7,351,4,0,,
26,7,63,4,0,,
26,7,70,4,0,,
26,7,85,4,0,,
26,7,87,4,0,,
26,7,91,4,0,,
26,7,92,4,0,,
26,7,104,4,0,,
26,7,113,4,0,,
26,7,148,4,0,,
26,7,156,4,0,,
26,7,168,4,0,,
26,7,182,4,0,,
26,7,213,4,0,,
26,7,216,4,0,,
26,7,218,4,0,,
26,7,231,4,0,,
26,7,237,4,0,,
26,7,240,4,0,,
26,7,249,4,0,,
26,7,263,4,0,,
26,7,264,4,0,,
26,7,280,4,0,,
26,7,290,4,0,,
26,7,351,4,0,,
27,7,15,4,0,,
27,7,70,4,0,,
27,7,89,4,0,,
27,7,91,4,0,,
27,7,92,4,0,,
27,7,104,4,0,,
27,7,156,4,0,,
27,7,168,4,0,,
27,7,182,4,0,,
27,7,201,4,0,,
27,7,213,4,0,,
27,7,216,4,0,,
27,7,218,4,0,,
27,7,231,4,0,,
27,7,237,4,0,,
27,7,241,4,0,,
27,7,249,4,0,,
27,7,263,4,0,,
27,7,264,4,0,,
27,7,280,4,0,,
27,7,290,4,0,,
27,7,317,4,0,,
27,7,332,4,0,,
28,7,15,4,0,,
28,7,63,4,0,,
28,7,70,4,0,,
28,7,89,4,0,,
28,7,91,4,0,,
28,7,92,4,0,,
28,7,104,4,0,,
28,7,156,4,0,,
28,7,168,4,0,,
28,7,182,4,0,,
28,7,201,4,0,,
28,7,213,4,0,,
28,7,216,4,0,,
28,7,218,4,0,,
28,7,231,4,0,,
28,7,237,4,0,,
28,7,241,4,0,,
28,7,249,4,0,,
28,7,263,4,0,,
28,7,264,4,0,,
28,7,280,4,0,,
28,7,290,4,0,,
28,7,317,4,0,,
28,7,332,4,0,,
29,7,15,4,0,,
29,7,58,4,0,,
29,7,59,4,0,,
29,7,70,4,0,,
29,7,85,4,0,,
29,7,87,4,0,,
29,7,91,4,0,,
29,7,92,4,0,,
29,7,104,4,0,,
29,7,156,4,0,,
29,7,168,4,0,,
29,7,182,4,0,,
29,7,188,4,0,,
29,7,213,4,0,,
29,7,216,4,0,,
29,7,218,4,0,,
29,7,231,4,0,,
29,7,237,4,0,,
29,7,240,4,0,,
29,7,241,4,0,,
29,7,249,4,0,,
29,7,263,4,0,,
29,7,290,4,0,,
29,7,332,4,0,,
29,7,351,4,0,,
29,7,352,4,0,,
30,7,15,4,0,,
30,7,58,4,0,,
30,7,59,4,0,,
30,7,70,4,0,,
30,7,85,4,0,,
30,7,87,4,0,,
30,7,91,4,0,,
30,7,92,4,0,,
30,7,104,4,0,,
30,7,156,4,0,,
30,7,168,4,0,,
30,7,182,4,0,,
30,7,188,4,0,,
30,7,213,4,0,,
30,7,216,4,0,,
30,7,218,4,0,,
30,7,231,4,0,,
30,7,237,4,0,,
30,7,240,4,0,,
30,7,241,4,0,,
30,7,249,4,0,,
30,7,263,4,0,,
30,7,290,4,0,,
30,7,332,4,0,,
30,7,351,4,0,,
30,7,352,4,0,,
31,7,15,4,0,,
31,7,46,4,0,,
31,7,53,4,0,,
31,7,57,4,0,,
31,7,58,4,0,,
31,7,59,4,0,,
31,7,63,4,0,,
31,7,70,4,0,,
31,7,85,4,0,,
31,7,87,4,0,,
31,7,89,4,0,,
31,7,91,4,0,,
31,7,92,4,0,,
31,7,104,4,0,,
31,7,126,4,0,,
31,7,156,4,0,,
31,7,168,4,0,,
31,7,182,4,0,,
31,7,188,4,0,,
31,7,201,4,0,,
31,7,213,4,0,,
31,7,216,4,0,,
31,7,218,4,0,,
31,7,231,4,0,,
31,7,237,4,0,,
31,7,240,4,0,,
31,7,241,4,0,,
31,7,247,4,0,,
31,7,249,4,0,,
31,7,259,4,0,,
31,7,263,4,0,,
31,7,264,4,0,,
31,7,269,4,0,,
31,7,280,4,0,,
31,7,290,4,0,,
31,7,317,4,0,,
31,7,332,4,0,,
31,7,351,4,0,,
31,7,352,4,0,,
32,7,15,4,0,,
32,7,58,4,0,,
32,7,59,4,0,,
32,7,70,4,0,,
32,7,85,4,0,,
32,7,87,4,0,,
32,7,91,4,0,,
32,7,92,4,0,,
32,7,104,4,0,,
32,7,156,4,0,,
32,7,168,4,0,,
32,7,182,4,0,,
32,7,188,4,0,,
32,7,213,4,0,,
32,7,216,4,0,,
32,7,218,4,0,,
32,7,231,4,0,,
32,7,237,4,0,,
32,7,240,4,0,,
32,7,241,4,0,,
32,7,249,4,0,,
32,7,263,4,0,,
32,7,290,4,0,,
32,7,351,4,0,,
32,7,352,4,0,,
33,7,15,4,0,,
33,7,58,4,0,,
33,7,59,4,0,,
33,7,70,4,0,,
33,7,85,4,0,,
33,7,87,4,0,,
33,7,91,4,0,,
33,7,92,4,0,,
33,7,104,4,0,,
33,7,156,4,0,,
33,7,168,4,0,,
33,7,182,4,0,,
33,7,188,4,0,,
33,7,213,4,0,,
33,7,216,4,0,,
33,7,218,4,0,,
33,7,231,4,0,,
33,7,237,4,0,,
33,7,240,4,0,,
33,7,241,4,0,,
33,7,249,4,0,,
33,7,263,4,0,,
33,7,290,4,0,,
33,7,351,4,0,,
33,7,352,4,0,,
34,7,15,4,0,,
34,7,46,4,0,,
34,7,53,4,0,,
34,7,57,4,0,,
34,7,58,4,0,,
34,7,59,4,0,,
34,7,63,4,0,,
34,7,70,4,0,,
34,7,85,4,0,,
34,7,87,4,0,,
34,7,89,4,0,,
34,7,91,4,0,,
34,7,92,4,0,,
34,7,104,4,0,,
34,7,126,4,0,,
34,7,156,4,0,,
34,7,168,4,0,,
34,7,182,4,0,,
34,7,188,4,0,,
34,7,201,4,0,,
34,7,213,4,0,,
34,7,216,4,0,,
34,7,218,4,0,,
34,7,231,4,0,,
34,7,237,4,0,,
34,7,240,4,0,,
34,7,241,4,0,,
34,7,247,4,0,,
34,7,249,4,0,,
34,7,259,4,0,,
34,7,263,4,0,,
34,7,264,4,0,,
34,7,269,4,0,,
34,7,280,4,0,,
34,7,290,4,0,,
34,7,317,4,0,,
34,7,351,4,0,,
34,7,352,4,0,,
35,7,53,4,0,,
35,7,58,4,0,,
35,7,59,4,0,,
35,7,70,4,0,,
35,7,76,4,0,,
35,7,85,4,0,,
35,7,87,4,0,,
35,7,91,4,0,,
35,7,92,4,0,,
35,7,94,4,0,,
35,7,104,4,0,,
35,7,113,4,0,,
35,7,115,4,0,,
35,7,126,4,0,,
35,7,148,4,0,,
35,7,156,4,0,,
35,7,182,4,0,,
35,7,213,4,0,,
35,7,216,4,0,,
35,7,218,4,0,,
35,7,219,4,0,,
35,7,231,4,0,,
35,7,237,4,0,,
35,7,240,4,0,,
35,7,241,4,0,,
35,7,247,4,0,,
35,7,263,4,0,,
35,7,264,4,0,,
35,7,280,4,0,,
35,7,289,4,0,,
35,7,290,4,0,,
35,7,347,4,0,,
35,7,351,4,0,,
35,7,352,4,0,,
36,7,53,4,0,,
36,7,58,4,0,,
36,7,59,4,0,,
36,7,63,4,0,,
36,7,70,4,0,,
36,7,76,4,0,,
36,7,85,4,0,,
36,7,87,4,0,,
36,7,91,4,0,,
36,7,92,4,0,,
36,7,94,4,0,,
36,7,104,4,0,,
36,7,113,4,0,,
36,7,115,4,0,,
36,7,126,4,0,,
36,7,148,4,0,,
36,7,156,4,0,,
36,7,182,4,0,,
36,7,213,4,0,,
36,7,216,4,0,,
36,7,218,4,0,,
36,7,219,4,0,,
36,7,231,4,0,,
36,7,237,4,0,,
36,7,240,4,0,,
36,7,241,4,0,,
36,7,247,4,0,,
36,7,263,4,0,,
36,7,264,4,0,,
36,7,280,4,0,,
36,7,289,4,0,,
36,7,290,4,0,,
36,7,347,4,0,,
36,7,351,4,0,,
36,7,352,4,0,,
37,7,46,4,0,,
37,7,53,4,0,,
37,7,91,4,0,,
37,7,92,4,0,,
37,7,104,4,0,,
37,7,126,4,0,,
37,7,156,4,0,,
37,7,182,4,0,,
37,7,213,4,0,,
37,7,216,4,0,,
37,7,218,4,0,,
37,7,219,4,0,,
37,7,231,4,0,,
37,7,237,4,0,,
37,7,241,4,0,,
37,7,263,4,0,,
37,7,290,4,0,,
37,7,315,4,0,,
38,7,46,4,0,,
38,7,53,4,0,,
38,7,63,4,0,,
38,7,91,4,0,,
38,7,92,4,0,,
38,7,104,4,0,,
38,7,126,4,0,,
38,7,156,4,0,,
38,7,182,4,0,,
38,7,213,4,0,,
38,7,216,4,0,,
38,7,218,4,0,,
38,7,219,4,0,,
38,7,231,4,0,,
38,7,237,4,0,,
38,7,241,4,0,,
38,7,263,4,0,,
38,7,290,4,0,,
38,7,315,4,0,,
39,7,53,4,0,,
39,7,58,4,0,,
39,7,59,4,0,,
39,7,70,4,0,,
39,7,76,4,0,,
39,7,85,4,0,,
39,7,87,4,0,,
39,7,91,4,0,,
39,7,92,4,0,,
39,7,94,4,0,,
39,7,104,4,0,,
39,7,113,4,0,,
39,7,115,4,0,,
39,7,126,4,0,,
39,7,148,4,0,,
39,7,156,4,0,,
39,7,182,4,0,,
39,7,213,4,0,,
39,7,216,4,0,,
39,7,218,4,0,,
39,7,219,4,0,,
39,7,237,4,0,,
39,7,240,4,0,,
39,7,241,4,0,,
39,7,247,4,0,,
39,7,263,4,0,,
39,7,264,4,0,,
39,7,280,4,0,,
39,7,289,4,0,,
39,7,290,4,0,,
39,7,351,4,0,,
39,7,352,4,0,,
40,7,53,4,0,,
40,7,58,4,0,,
40,7,59,4,0,,
40,7,63,4,0,,
40,7,70,4,0,,
40,7,76,4,0,,
40,7,85,4,0,,
40,7,87,4,0,,
40,7,91,4,0,,
40,7,92,4,0,,
40,7,94,4,0,,
40,7,104,4,0,,
40,7,113,4,0,,
40,7,115,4,0,,
40,7,126,4,0,,
40,7,148,4,0,,
40,7,156,4,0,,
40,7,182,4,0,,
40,7,213,4,0,,
40,7,216,4,0,,
40,7,218,4,0,,
40,7,219,4,0,,
40,7,237,4,0,,
40,7,240,4,0,,
40,7,241,4,0,,
40,7,247,4,0,,
40,7,263,4,0,,
40,7,264,4,0,,
40,7,280,4,0,,
40,7,289,4,0,,
40,7,290,4,0,,
40,7,351,4,0,,
40,7,352,4,0,,
41,7,92,4,0,,
41,7,104,4,0,,
41,7,156,4,0,,
41,7,168,4,0,,
41,7,182,4,0,,
41,7,188,4,0,,
41,7,202,4,0,,
41,7,211,4,0,,
41,7,213,4,0,,
41,7,216,4,0,,
41,7,218,4,0,,
41,7,237,4,0,,
41,7,240,4,0,,
41,7,241,4,0,,
41,7,247,4,0,,
41,7,259,4,0,,
41,7,263,4,0,,
41,7,269,4,0,,
41,7,289,4,0,,
41,7,290,4,0,,
41,7,332,4,0,,
42,7,63,4,0,,
42,7,92,4,0,,
42,7,104,4,0,,
42,7,156,4,0,,
42,7,168,4,0,,
42,7,182,4,0,,
42,7,188,4,0,,
42,7,202,4,0,,
42,7,211,4,0,,
42,7,213,4,0,,
42,7,216,4,0,,
42,7,218,4,0,,
42,7,237,4,0,,
42,7,240,4,0,,
42,7,241,4,0,,
42,7,247,4,0,,
42,7,259,4,0,,
42,7,263,4,0,,
42,7,269,4,0,,
42,7,289,4,0,,
42,7,290,4,0,,
42,7,332,4,0,,
43,7,15,4,0,,
43,7,76,4,0,,
43,7,92,4,0,,
43,7,104,4,0,,
43,7,148,4,0,,
43,7,156,4,0,,
43,7,182,4,0,,
43,7,188,4,0,,
43,7,202,4,0,,
43,7,213,4,0,,
43,7,216,4,0,,
43,7,218,4,0,,
43,7,237,4,0,,
43,7,241,4,0,,
43,7,263,4,0,,
43,7,290,4,0,,
43,7,331,4,0,,
44,7,15,4,0,,
44,7,76,4,0,,
44,7,92,4,0,,
44,7,104,4,0,,
44,7,148,4,0,,
44,7,156,4,0,,
44,7,182,4,0,,
44,7,188,4,0,,
44,7,202,4,0,,
44,7,213,4,0,,
44,7,216,4,0,,
44,7,218,4,0,,
44,7,237,4,0,,
44,7,241,4,0,,
44,7,263,4,0,,
44,7,290,4,0,,
44,7,331,4,0,,
45,7,15,4,0,,
45,7,63,4,0,,
45,7,76,4,0,,
45,7,92,4,0,,
45,7,104,4,0,,
45,7,148,4,0,,
45,7,156,4,0,,
45,7,182,4,0,,
45,7,188,4,0,,
45,7,202,4,0,,
45,7,213,4,0,,
45,7,216,4,0,,
45,7,218,4,0,,
45,7,237,4,0,,
45,7,241,4,0,,
45,7,263,4,0,,
45,7,290,4,0,,
45,7,331,4,0,,
46,7,15,4,0,,
46,7,76,4,0,,
46,7,91,4,0,,
46,7,92,4,0,,
46,7,104,4,0,,
46,7,148,4,0,,
46,7,156,4,0,,
46,7,168,4,0,,
46,7,182,4,0,,
46,7,188,4,0,,
46,7,202,4,0,,
46,7,213,4,0,,
46,7,216,4,0,,
46,7,218,4,0,,
46,7,237,4,0,,
46,7,241,4,0,,
46,7,249,4,0,,
46,7,263,4,0,,
46,7,290,4,0,,
46,7,331,4,0,,
46,7,332,4,0,,
47,7,15,4,0,,
47,7,63,4,0,,
47,7,76,4,0,,
47,7,91,4,0,,
47,7,92,4,0,,
47,7,104,4,0,,
47,7,148,4,0,,
47,7,156,4,0,,
47,7,168,4,0,,
47,7,182,4,0,,
47,7,188,4,0,,
47,7,202,4,0,,
47,7,213,4,0,,
47,7,216,4,0,,
47,7,218,4,0,,
47,7,237,4,0,,
47,7,241,4,0,,
47,7,249,4,0,,
47,7,263,4,0,,
47,7,290,4,0,,
47,7,331,4,0,,
47,7,332,4,0,,
48,7,76,4,0,,
48,7,92,4,0,,
48,7,94,4,0,,
48,7,104,4,0,,
48,7,148,4,0,,
48,7,156,4,0,,
48,7,168,4,0,,
48,7,182,4,0,,
48,7,188,4,0,,
48,7,202,4,0,,
48,7,213,4,0,,
48,7,216,4,0,,
48,7,218,4,0,,
48,7,237,4,0,,
48,7,241,4,0,,
48,7,263,4,0,,
48,7,285,4,0,,
48,7,290,4,0,,
49,7,63,4,0,,
49,7,76,4,0,,
49,7,92,4,0,,
49,7,94,4,0,,
49,7,104,4,0,,
49,7,148,4,0,,
49,7,156,4,0,,
49,7,168,4,0,,
49,7,182,4,0,,
49,7,188,4,0,,
49,7,202,4,0,,
49,7,213,4,0,,
49,7,216,4,0,,
49,7,218,4,0,,
49,7,237,4,0,,
49,7,241,4,0,,
49,7,263,4,0,,
49,7,285,4,0,,
49,7,290,4,0,,
49,7,332,4,0,,
50,7,15,4,0,,
50,7,89,4,0,,
50,7,91,4,0,,
50,7,92,4,0,,
50,7,104,4,0,,
50,7,156,4,0,,
50,7,168,4,0,,
50,7,182,4,0,,
50,7,188,4,0,,
50,7,213,4,0,,
50,7,216,4,0,,
50,7,218,4,0,,
50,7,237,4,0,,
50,7,241,4,0,,
50,7,249,4,0,,
50,7,263,4,0,,
50,7,290,4,0,,
50,7,317,4,0,,
50,7,332,4,0,,
51,7,15,4,0,,
51,7,63,4,0,,
51,7,89,4,0,,
51,7,91,4,0,,
51,7,92,4,0,,
51,7,104,4,0,,
51,7,156,4,0,,
51,7,168,4,0,,
51,7,182,4,0,,
51,7,188,4,0,,
51,7,213,4,0,,
51,7,216,4,0,,
51,7,218,4,0,,
51,7,237,4,0,,
51,7,241,4,0,,
51,7,249,4,0,,
51,7,263,4,0,,
51,7,290,4,0,,
51,7,317,4,0,,
51,7,332,4,0,,
52,7,15,4,0,,
52,7,85,4,0,,
52,7,87,4,0,,
52,7,91,4,0,,
52,7,92,4,0,,
52,7,104,4,0,,
52,7,148,4,0,,
52,7,156,4,0,,
52,7,168,4,0,,
52,7,182,4,0,,
52,7,213,4,0,,
52,7,216,4,0,,
52,7,218,4,0,,
52,7,231,4,0,,
52,7,237,4,0,,
52,7,240,4,0,,
52,7,241,4,0,,
52,7,247,4,0,,
52,7,259,4,0,,
52,7,263,4,0,,
52,7,269,4,0,,
52,7,289,4,0,,
52,7,290,4,0,,
52,7,332,4,0,,
52,7,351,4,0,,
52,7,352,4,0,,
53,7,15,4,0,,
53,7,46,4,0,,
53,7,63,4,0,,
53,7,85,4,0,,
53,7,87,4,0,,
53,7,91,4,0,,
53,7,92,4,0,,
53,7,104,4,0,,
53,7,148,4,0,,
53,7,156,4,0,,
53,7,168,4,0,,
53,7,182,4,0,,
53,7,213,4,0,,
53,7,216,4,0,,
53,7,218,4,0,,
53,7,231,4,0,,
53,7,237,4,0,,
53,7,240,4,0,,
53,7,241,4,0,,
53,7,247,4,0,,
53,7,259,4,0,,
53,7,263,4,0,,
53,7,269,4,0,,
53,7,289,4,0,,
53,7,290,4,0,,
53,7,332,4,0,,
53,7,351,4,0,,
53,7,352,4,0,,
54,7,57,4,0,,
54,7,58,4,0,,
54,7,59,4,0,,
54,7,70,4,0,,
54,7,91,4,0,,
54,7,92,4,0,,
54,7,104,4,0,,
54,7,127,4,0,,
54,7,148,4,0,,
54,7,156,4,0,,
54,7,182,4,0,,
54,7,213,4,0,,
54,7,216,4,0,,
54,7,218,4,0,,
54,7,231,4,0,,
54,7,237,4,0,,
54,7,240,4,0,,
54,7,249,4,0,,
54,7,258,4,0,,
54,7,263,4,0,,
54,7,264,4,0,,
